epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,7647.48,0.49399,0.38844,0.99217,0.89339,0.81677,0.92467,0.74334,0.89057,0.68193,1.27266,0.00406,0.00406,0.00406
182,7690.41,0.48707,0.38459,0.98797,0.8911,0.81959,0.92495,0.74337,0.89051,0.68416,1.27269,0.004027,0.004027,0.004027
183,7731.6,0.48719,0.38115,0.98643,0.88942,0.82165,0.92484,0.74364,0.89033,0.68562,1.27265,0.003994,0.003994,0.003994
184,7774.18,0.48421,0.38015,0.9896,0.88227,0.82662,0.92496,0.74364,0.89049,0.68766,1.27268,0.003961,0.003961,0.003961
185,7816.22,0.48428,0.38132,0.98557,0.87976,0.82633,0.92494,0.74318,0.89018,0.6891,1.27233,0.003928,0.003928,0.003928
186,7859.05,0.4853,0.38242,0.98558,0.87868,0.82476,0.92467,0.74403,0.89035,0.69038,1.27271,0.003895,0.003895,0.003895
187,7901.36,0.48153,0.37944,0.98626,0.87626,0.82626,0.9241,0.74303,0.89064,0.69369,1.27281,0.003862,0.003862,0.003862
188,7943.43,0.48076,0.37918,0.9876,0.87498,0.82568,0.9236,0.74346,0.89021,0.69683,1.27246,0.003829,0.003829,0.003829
189,7985.43,0.48105,0.37576,0.98517,0.88053,0.82474,0.92366,0.74349,0.89043,0.69791,1.27272,0.003796,0.003796,0.003796
190,8027.87,0.48357,0.37542,0.98547,0.87597,0.82662,0.92394,0.74418,0.89031,0.69897,1.2727,0.003763,0.003763,0.003763
191,8070.64,0.48037,0.37769,0.98354,0.87622,0.82662,0.92411,0.74448,0.88995,0.69951,1.27225,0.00373,0.00373,0.00373
192,8112.19,0.48079,0.37874,0.98313,0.8761,0.82662,0.92392,0.74435,0.88956,0.70045,1.27196,0.003697,0.003697,0.003697
193,8153.65,0.4785,0.37479,0.9832,0.87648,0.82615,0.92316,0.74525,0.88939,0.70102,1.27192,0.003664,0.003664,0.003664
194,8195.96,0.47454,0.36982,0.98296,0.87363,0.8261,0.92367,0.74533,0.88943,0.70146,1.27196,0.003631,0.003631,0.003631
195,8237.61,0.47525,0.37151,0.98115,0.8745,0.82615,0.92383,0.74585,0.88951,0.70273,1.27166,0.003598,0.003598,0.003598
196,8280.11,0.48096,0.37568,0.98481,0.87417,0.82615,0.92407,0.74658,0.88998,0.70397,1.27205,0.003565,0.003565,0.003565
197,8322.69,0.46853,0.37311,0.97827,0.8714,0.82709,0.92394,0.74588,0.8901,0.70452,1.27207,0.003532,0.003532,0.003532
198,8363.47,0.46786,0.36234,0.98121,0.87392,0.82568,0.92401,0.74661,0.89093,0.70479,1.27276,0.003499,0.003499,0.003499
199,8406.01,0.46924,0.37061,0.98015,0.87445,0.82381,0.92413,0.74611,0.89159,0.70592,1.27326,0.003466,0.003466,0.003466
200,8447.88,0.46848,0.36613,0.97721,0.87401,0.82427,0.92374,0.74603,0.89186,0.70837,1.2733,0.003433,0.003433,0.003433
201,8490.24,0.47197,0.36827,0.97898,0.87201,0.82381,0.92326,0.74592,0.89213,0.71015,1.27337,0.0034,0.0034,0.0034
202,8532.22,0.46714,0.35919,0.97739,0.87219,0.82183,0.92315,0.74616,0.89242,0.71193,1.2734,0.003367,0.003367,0.003367
203,8574.94,0.46887,0.3606,0.97556,0.87227,0.82243,0.923,0.74579,0.89286,0.71434,1.27349,0.003334,0.003334,0.003334
204,8618.27,0.4625,0.35668,0.97681,0.8726,0.82006,0.92288,0.74556,0.89346,0.71549,1.27397,0.003301,0.003301,0.003301
205,8660.74,0.46519,0.35913,0.977,0.87119,0.82084,0.92297,0.74552,0.89354,0.71671,1.27406,0.003268,0.003268,0.003268
206,8703.5,0.46169,0.36243,0.97352,0.87243,0.82052,0.92255,0.74593,0.89334,0.71793,1.27399,0.003235,0.003235,0.003235
207,8746.29,0.46017,0.36189,0.97459,0.88016,0.81584,0.92268,0.74589,0.89354,0.71771,1.27412,0.003202,0.003202,0.003202
208,8788.64,0.4624,0.36109,0.97814,0.88351,0.81391,0.92293,0.74537,0.89345,0.71982,1.27386,0.003169,0.003169,0.003169
209,8831.35,0.45801,0.35755,0.97451,0.88405,0.81396,0.92279,0.74551,0.89295,0.71909,1.27352,0.003136,0.003136,0.003136
210,8874.18,0.46046,0.35932,0.97431,0.88516,0.81264,0.92281,0.74592,0.8927,0.71816,1.27328,0.003103,0.003103,0.003103
211,8916.91,0.45323,0.35421,0.97234,0.88607,0.81303,0.92283,0.74559,0.89281,0.7185,1.27317,0.00307,0.00307,0.00307
212,8959.94,0.45491,0.35255,0.97128,0.88572,0.81256,0.9227,0.74562,0.89347,0.71891,1.27372,0.003037,0.003037,0.003037
213,9002.31,0.46052,0.3543,0.97536,0.88349,0.81371,0.92265,0.74581,0.8939,0.72045,1.27394,0.003004,0.003004,0.003004
214,9044.43,0.45498,0.35227,0.97344,0.88423,0.81248,0.92213,0.74531,0.89387,0.72039,1.27395,0.002971,0.002971,0.002971
215,9085.79,0.45878,0.35597,0.97435,0.89147,0.80834,0.92242,0.74545,0.89383,0.72062,1.27395,0.002938,0.002938,0.002938
216,9128.02,0.45013,0.3499,0.97074,0.88601,0.81227,0.922,0.74564,0.8935,0.72134,1.27374,0.002905,0.002905,0.002905
217,9170.84,0.44567,0.34932,0.9687,0.88692,0.81227,0.92219,0.74611,0.89328,0.72122,1.27381,0.002872,0.002872,0.002872
218,9213.34,0.44795,0.34264,0.97055,0.88303,0.81363,0.92213,0.74627,0.89334,0.72238,1.27398,0.002839,0.002839,0.002839
219,9255.74,0.44792,0.34422,0.96769,0.88492,0.81396,0.92244,0.74623,0.89322,0.72116,1.27368,0.002806,0.002806,0.002806
220,9298.33,0.44826,0.34447,0.96866,0.87242,0.82352,0.92266,0.74626,0.8932,0.72184,1.27367,0.002773,0.002773,0.002773
221,9341.02,0.44925,0.35104,0.969,0.87186,0.82287,0.92233,0.74645,0.89291,0.72263,1.2734,0.00274,0.00274,0.00274
222,9383.65,0.44535,0.34403,0.96757,0.8706,0.82286,0.92245,0.7468,0.8924,0.72337,1.27299,0.002707,0.002707,0.002707
223,9426.13,0.43975,0.34299,0.96198,0.87636,0.81709,0.92251,0.74626,0.89205,0.72297,1.27246,0.002674,0.002674,0.002674
224,9468.58,0.44145,0.34431,0.96911,0.87339,0.82006,0.9226,0.74667,0.89154,0.7237,1.27203,0.002641,0.002641,0.002641
225,9510.83,0.43991,0.33966,0.96327,0.87611,0.81959,0.92287,0.74752,0.8914,0.72448,1.27198,0.002608,0.002608,0.002608
226,9553.57,0.4399,0.34119,0.96413,0.87584,0.81979,0.92294,0.74759,0.89087,0.72557,1.27139,0.002575,0.002575,0.002575
227,9595.93,0.43728,0.33565,0.96249,0.87252,0.8211,0.92251,0.7473,0.89079,0.72712,1.27125,0.002542,0.002542,0.002542
228,9638.47,0.43586,0.33783,0.96289,0.87357,0.81959,0.92247,0.74782,0.89059,0.72951,1.27104,0.002509,0.002509,0.002509
229,9679.62,0.43715,0.33441,0.96311,0.87656,0.81959,0.92276,0.74752,0.8903,0.73078,1.27097,0.002476,0.002476,0.002476
230,9722.56,0.4336,0.33757,0.96232,0.87849,0.81771,0.92285,0.74793,0.89009,0.73277,1.27084,0.002443,0.002443,0.002443
231,9764.59,0.434,0.33389,0.96209,0.87765,0.81678,0.92247,0.74754,0.89023,0.73311,1.2709,0.00241,0.00241,0.00241
232,9806.63,0.43827,0.33828,0.96521,0.87853,0.81443,0.92227,0.74769,0.89045,0.73448,1.27083,0.002377,0.002377,0.002377
233,9849.67,0.43313,0.33409,0.96263,0.88054,0.81516,0.9219,0.7472,0.89076,0.73521,1.27134,0.002344,0.002344,0.002344
234,9892.93,0.42723,0.32901,0.95803,0.88346,0.81396,0.92173,0.74738,0.89102,0.73572,1.27152,0.002311,0.002311,0.002311
235,9935.32,0.43055,0.332,0.95941,0.88556,0.81256,0.92165,0.74694,0.89106,0.73528,1.27143,0.002278,0.002278,0.002278
236,9977.68,0.42692,0.32601,0.95648,0.88548,0.81396,0.92163,0.74734,0.89105,0.7357,1.27164,0.002245,0.002245,0.002245
237,10021.2,0.42218,0.32738,0.955,0.88731,0.81209,0.92173,0.74734,0.89137,0.73643,1.27207,0.002212,0.002212,0.002212
238,10062.6,0.42534,0.32668,0.95559,0.88507,0.81198,0.92124,0.74747,0.89169,0.73532,1.27233,0.002179,0.002179,0.002179
239,10106.6,0.42326,0.32418,0.95701,0.88591,0.81209,0.9213,0.74755,0.89182,0.73596,1.27272,0.002146,0.002146,0.002146
240,10149,0.42504,0.32713,0.95923,0.88719,0.81074,0.92162,0.74792,0.89222,0.73722,1.27311,0.002113,0.002113,0.002113
241,10190.3,0.4228,0.32541,0.95438,0.88948,0.81022,0.92153,0.74747,0.89267,0.73779,1.27332,0.00208,0.00208,0.00208
242,10233,0.42091,0.32326,0.95321,0.8899,0.81162,0.92137,0.74759,0.89311,0.73876,1.27373,0.002047,0.002047,0.002047
243,10275,0.4209,0.3228,0.95265,0.89006,0.81256,0.92257,0.74758,0.89317,0.73953,1.27402,0.002014,0.002014,0.002014
244,10325.5,0.42122,0.32418,0.95708,0.88874,0.81303,0.92287,0.74795,0.89332,0.7389,1.27404,0.001981,0.001981,0.001981
245,10368.2,0.41937,0.32092,0.95557,0.88754,0.81364,0.92313,0.74837,0.8937,0.73817,1.2747,0.001948,0.001948,0.001948
246,10412,0.42162,0.324,0.95541,0.88721,0.81256,0.92239,0.74868,0.89465,0.73938,1.27535,0.001915,0.001915,0.001915
247,10453.9,0.414,0.31704,0.95235,0.89402,0.81115,0.92241,0.74849,0.89541,0.74014,1.27624,0.001882,0.001882,0.001882
248,10496.5,0.41623,0.31516,0.9521,0.89303,0.81115,0.92256,0.74832,0.8957,0.74052,1.27654,0.001849,0.001849,0.001849
249,10538.6,0.41052,0.31566,0.94933,0.89309,0.8103,0.92265,0.74849,0.89634,0.74173,1.27712,0.001816,0.001816,0.001816
250,10581.4,0.41455,0.31404,0.95044,0.89373,0.81022,0.92225,0.74907,0.8972,0.74253,1.27764,0.001783,0.001783,0.001783
251,10623.5,0.40738,0.31258,0.95153,0.8928,0.81209,0.92234,0.74895,0.89792,0.74155,1.27857,0.00175,0.00175,0.00175
252,10665.1,0.40819,0.31064,0.94887,0.89482,0.81162,0.9228,0.74926,0.89856,0.74188,1.27922,0.001717,0.001717,0.001717
253,10707.2,0.40402,0.3071,0.94859,0.89382,0.81262,0.92308,0.7491,0.89949,0.74257,1.28023,0.001684,0.001684,0.001684
254,10750,0.40554,0.30855,0.94804,0.8988,0.80881,0.92299,0.74855,0.90019,0.74495,1.28103,0.001651,0.001651,0.001651
255,10791.8,0.40192,0.30702,0.94761,0.89844,0.80836,0.92315,0.74856,0.90105,0.74574,1.28178,0.001618,0.001618,0.001618
256,10833.4,0.40512,0.30962,0.94627,0.89401,0.80975,0.92219,0.74881,0.9015,0.74731,1.28247,0.001585,0.001585,0.001585
257,10875.9,0.40315,0.30293,0.94807,0.89462,0.81155,0.92209,0.74881,0.90175,0.74935,1.28283,0.001552,0.001552,0.001552
258,10917.6,0.39643,0.30046,0.94245,0.89313,0.81068,0.92106,0.74805,0.90247,0.75173,1.28354,0.001519,0.001519,0.001519
259,10959.8,0.39945,0.30335,0.94576,0.89159,0.81022,0.92096,0.74861,0.90273,0.75423,1.28355,0.001486,0.001486,0.001486
260,11003.6,0.39713,0.30055,0.94484,0.8918,0.81112,0.92163,0.74897,0.90248,0.75422,1.28339,0.001453,0.001453,0.001453
261,11047.3,0.39608,0.30209,0.9446,0.89134,0.81104,0.92131,0.7491,0.90254,0.7559,1.28341,0.00142,0.00142,0.00142
262,11089.5,0.39494,0.30413,0.94443,0.89115,0.81022,0.9209,0.749,0.90254,0.75725,1.28321,0.001387,0.001387,0.001387
263,11132,0.39451,0.30197,0.94383,0.89209,0.80881,0.9209,0.74886,0.90247,0.75763,1.28325,0.001354,0.001354,0.001354
264,11173.8,0.3947,0.30077,0.9424,0.89236,0.80787,0.92103,0.74897,0.90285,0.75982,1.28356,0.001321,0.001321,0.001321
265,11215,0.39253,0.29647,0.9434,0.89214,0.80412,0.92023,0.74868,0.90336,0.76264,1.2839,0.001288,0.001288,0.001288
266,11269.3,0.39077,0.29435,0.94057,0.89239,0.8044,0.92098,0.74913,0.90422,0.76377,1.28483,0.001255,0.001255,0.001255
267,11313.4,0.39169,0.29689,0.93848,0.89198,0.8049,0.92159,0.74939,0.90416,0.76337,1.28479,0.001222,0.001222,0.001222
268,11355.9,0.38642,0.29197,0.93959,0.89026,0.806,0.92143,0.74949,0.90401,0.76654,1.28457,0.001189,0.001189,0.001189
269,11397.7,0.38918,0.29406,0.94263,0.88853,0.80682,0.92122,0.74918,0.9043,0.76678,1.28491,0.001156,0.001156,0.001156
270,11439.8,0.38436,0.29004,0.93956,0.88649,0.80879,0.92142,0.74923,0.90417,0.76633,1.28491,0.001123,0.001123,0.001123
271,11482.3,0.38344,0.28841,0.9374,0.88846,0.80787,0.92154,0.7491,0.90422,0.76574,1.28511,0.00109,0.00109,0.00109
272,11526.1,0.38353,0.29017,0.93988,0.88962,0.80823,0.92163,0.74969,0.90402,0.76503,1.28527,0.001057,0.001057,0.001057
273,11569,0.38014,0.28574,0.93709,0.88785,0.8087,0.92058,0.74943,0.90428,0.76625,1.28564,0.001024,0.001024,0.001024
274,11611.1,0.37994,0.28616,0.93578,0.88914,0.81022,0.92097,0.74896,0.90449,0.76682,1.28598,0.000991,0.000991,0.000991
275,11653.3,0.37906,0.28712,0.93692,0.88699,0.81286,0.92129,0.74899,0.90494,0.76734,1.2865,0.000958,0.000958,0.000958
276,11695,0.37735,0.28662,0.93673,0.88486,0.8135,0.92124,0.74876,0.90514,0.7689,1.28698,0.000925,0.000925,0.000925
277,11736.6,0.37848,0.28541,0.93558,0.88315,0.81456,0.92145,0.7491,0.90585,0.77105,1.28752,0.000892,0.000892,0.000892
278,11778.1,0.37599,0.28003,0.9342,0.88113,0.81627,0.9217,0.74941,0.90595,0.77202,1.28816,0.000859,0.000859,0.000859
279,11820.6,0.37116,0.28056,0.93348,0.88111,0.81614,0.9213,0.74908,0.90658,0.7735,1.28899,0.000826,0.000826,0.000826
280,11867.7,0.37789,0.284,0.93769,0.87803,0.81912,0.92157,0.74945,0.90672,0.77592,1.28926,0.000793,0.000793,0.000793
281,11916.1,0.37475,0.28422,0.93793,0.87789,0.81865,0.92121,0.74938,0.90716,0.77744,1.28962,0.00076,0.00076,0.00076
282,11958.8,0.37326,0.27999,0.93561,0.8771,0.81818,0.92078,0.74914,0.90772,0.77899,1.29027,0.000727,0.000727,0.000727
283,12001.1,0.37187,0.27823,0.93193,0.87566,0.81771,0.92058,0.74857,0.9079,0.77964,1.29082,0.000694,0.000694,0.000694
284,12043.4,0.37215,0.2798,0.93307,0.87617,0.81818,0.92069,0.74904,0.90798,0.77999,1.29121,0.000661,0.000661,0.000661
285,12086.2,0.36701,0.27652,0.93311,0.8773,0.82085,0.9208,0.74939,0.90838,0.78194,1.29181,0.000628,0.000628,0.000628
286,12128.6,0.36714,0.27649,0.9303,0.87578,0.81936,0.92128,0.74948,0.90896,0.78309,1.29289,0.000595,0.000595,0.000595
287,12170.7,0.36764,0.27415,0.93154,0.8773,0.81752,0.92101,0.74972,0.90913,0.78331,1.2934,0.000562,0.000562,0.000562
288,12213.6,0.36701,0.27295,0.93151,0.87936,0.81631,0.92115,0.74947,0.9089,0.78323,1.29365,0.000529,0.000529,0.000529
289,12255.5,0.36316,0.27256,0.93095,0.88014,0.81724,0.92158,0.75001,0.90964,0.784,1.29447,0.000496,0.000496,0.000496
290,12297.5,0.35874,0.27013,0.92825,0.88048,0.81815,0.92165,0.74999,0.90943,0.78505,1.29465,0.000463,0.000463,0.000463
291,12344.7,0.25601,0.16595,0.85051,0.87933,0.81957,0.92149,0.75084,0.90923,0.78705,1.29511,0.00043,0.00043,0.00043
292,12384.7,0.2483,0.15997,0.84574,0.87895,0.82002,0.92142,0.75057,0.90971,0.7887,1.29628,0.000397,0.000397,0.000397
293,12425,0.24515,0.15515,0.84291,0.88194,0.81865,0.92156,0.75106,0.90994,0.7909,1.29696,0.000364,0.000364,0.000364
294,12465.6,0.24163,0.1533,0.84214,0.88522,0.81679,0.92197,0.75164,0.91015,0.79191,1.29783,0.000331,0.000331,0.000331
295,12506.9,0.24174,0.15333,0.84248,0.88487,0.81771,0.92181,0.75191,0.91033,0.79378,1.29843,0.000298,0.000298,0.000298
296,12547.4,0.24009,0.1499,0.84008,0.8877,0.8149,0.92129,0.75146,0.91031,0.79492,1.29891,0.000265,0.000265,0.000265
297,12587.6,0.23687,0.15121,0.83961,0.88312,0.81818,0.9217,0.75244,0.90993,0.79496,1.29894,0.000232,0.000232,0.000232
298,12629.2,0.23648,0.1486,0.83991,0.88393,0.81724,0.92177,0.75257,0.91007,0.79729,1.29966,0.000199,0.000199,0.000199
299,12668.6,0.23456,0.14831,0.83712,0.88461,0.81771,0.92222,0.7526,0.90989,0.79718,1.29996,0.000166,0.000166,0.000166
300,12709.8,0.23433,0.14766,0.83962,0.88498,0.81844,0.92138,0.75312,0.90967,0.79882,1.30034,0.000133,0.000133,0.000133
